tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Mathematics,1484,University of Toronto - St. George Campus,Tadahiro (choonghong),,OH,1325388,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Choonghong,,OH,1325662,0,zero,TEACHER,PROFESSOR,N/A
Languages,1484,University of Toronto - St. George Campus,Will,,Ohm,1903558,2,good,TEACHER,PROFESSOR,5.0
Science,1484,University of Toronto - St. George Campus,Helen,,Ohorodnyk,41464,32,poor,TEACHER,PROFESSOR,1.8
Chemistry,1484,University of Toronto - St. George Campus,Helen,,Ohorodynk,1349764,0,zero,TEACHER,PROFESSOR,N/A
English,1484,University of Toronto - St. George Campus,Lara,,Okihiro,1909882,0,zero,TEACHER,PROFESSOR,N/A
Continuing Education,1484,University of Toronto - St. George Campus,Liliana,Diaz,Olavarrieta,2501410,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1484,University of Toronto - St. George Campus,Alison,,Olechowski,2394783,2,poor,TEACHER,PROFESSOR,1.5
Classics,1484,University of Toronto - St. George Campus,Jennifer,Helen,Oliver,2207312,9,good,TEACHER,PROFESSOR,3.8
History,1484,University of Toronto - St. George Campus,Allan,,Olley,2113775,1,poor,TEACHER,PROFESSOR,1.0
Psychology,1484,University of Toronto - St. George Campus,David,,ONeill,2504586,1,good,TEACHER,PROFESSOR,4.0
Political Science,1484,University of Toronto - St. George Campus,Lynette,,Ong,1139735,10,good,TEACHER,PROFESSOR,4.0
Biochemistry,1484,University of Toronto - St. George Campus,Andy,,Opoku,1181713,0,zero,TEACHER,PROFESSOR,N/A
Biology,1484,University of Toronto - St. George Campus,Ian,,Orchard,467258,0,zero,TEACHER,PROFESSOR,N/A
Languages,1484,University of Toronto - St. George Campus,Andy,,Orchard,592428,10,good,TEACHER,PROFESSOR,4.1
Economics,1484,University of Toronto - St. George Campus,Philip,,Oreopoulos,97451,7,average,TEACHER,PROFESSOR,3.2
Music,1484,University of Toronto - St. George Campus,Marietta,,Orlov,273503,19,good,TEACHER,PROFESSOR,4.0
Physics,1484,University of Toronto - St. George Campus,Robert,,Orr,2485588,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Janosch ,,Ortmann,1948128,3,good,TEACHER,PROFESSOR,4.0
Languages,1484,University of Toronto - St. George Campus,Donna,,Orwin,362466,7,good,TEACHER,PROFESSOR,4.5
Political Science,1484,University of Toronto - St. George Campus,Clifford,,Orwin,25646,114,average,TEACHER,PROFESSOR,3.3
Economics,1484,University of Toronto - St. George Campus,Martin,,Osborne,317529,17,average,TEACHER,PROFESSOR,3.5
Economics,1484,University of Toronto - St. George Campus,Matthias,,Oschinski,2530454,0,zero,TEACHER,PROFESSOR,N/A
East Asian Studies,1484,University of Toronto - St. George Campus,Sara,,Osenton,2469502,0,zero,TEACHER,PROFESSOR,N/A
Architecture,1484,University of Toronto - St. George Campus,Abdi,,Osman,2366736,1,good,TEACHER,PROFESSOR,5.0
Spanish,1484,University of Toronto - St. George Campus,Juan Carlos,Rocha,Osornio,2180971,15,good,TEACHER,PROFESSOR,4.2
Multicultural Studies,1484,University of Toronto - St. George Campus,Victor,,Ostapchuk,656814,5,average,TEACHER,PROFESSOR,2.5
Dentistry,1484,University of Toronto - St. George Campus,Aviv,,Ouanounou,1969788,2,good,TEACHER,PROFESSOR,5.0
Italian,1484,University of Toronto - St. George Campus,Leila,Anna,Ouji,1973556,2,good,TEACHER,PROFESSOR,5.0
Law,1484,University of Toronto - St. George Campus,Richard,,Owens,2262168,0,zero,TEACHER,PROFESSOR,N/A
Criminal Justice,1484,University of Toronto - St. George Campus,Akwasi,,Owusu-Bempah,1828855,7,good,TEACHER,PROFESSOR,4.1
Management,1484,University of Toronto - St. George Campus,Joanne,,Oxley,1423188,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1484,University of Toronto - St. George Campus,Geoffrey,,Ozin,373073,6,good,TEACHER,PROFESSOR,4.7
Architecture,1484,University of Toronto - St. George Campus,Mauricio,Quiros,Pachecho,2304016,3,good,TEACHER,PROFESSOR,3.7
Mathematics,1484,University of Toronto - St. George Campus,Adriano,,Pacifico,2573354,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1484,University of Toronto - St. George Campus,Jeffrey A.,,Packer,108169,19,good,TEACHER,PROFESSOR,4.3
Music,1484,University of Toronto - St. George Campus,Jeff,,Packman,1174187,9,good,TEACHER,PROFESSOR,4.4
Theology,1484,University of Toronto - St. George Campus,Jessy,,Pagliaroli,1065934,6,good,TEACHER,PROFESSOR,4.8
Computer Science,1484,University of Toronto - St. George Campus,Koushik,,Pal,2515128,1,average,TEACHER,PROFESSOR,3.0
Business,1484,University of Toronto - St. George Campus,E,,Palancz,1133169,5,poor,TEACHER,PROFESSOR,2.3
Biochemistry,1484,University of Toronto - St. George Campus,Alexander,,Palazzo,1873279,1,good,TEACHER,PROFESSOR,4.0
Psychology,1484,University of Toronto - St. George Campus,Daniela,,Palombo,1614356,6,good,TEACHER,PROFESSOR,4.3
East Asian Studies,1484,University of Toronto - St. George Campus,Gang,,Pan,2226026,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1484,University of Toronto - St. George Campus,Velian,,Pandeliev,1748745,9,good,TEACHER,PROFESSOR,4.9
Civil Engineering,1484,University of Toronto - St. George Campus,Daman,,Panesar,2271199,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1484,University of Toronto - St. George Campus,Daman,,Panesar,2306284,2,good,TEACHER,PROFESSOR,4.5
Philosophy,1484,University of Toronto - St. George Campus,Vida,,Panitch,1152299,6,good,TEACHER,PROFESSOR,4.8
Health Science,1484,University of Toronto - St. George Campus,Tony,,Panzarella,2545357,1,poor,TEACHER,PROFESSOR,1.0
Biology,1484,University of Toronto - St. George Campus,Maria,,Papaconstantinou,1411190,66,good,TEACHER,PROFESSOR,4.0
Computer Science,1484,University of Toronto - St. George Campus,Myrto,,Papadopoulou,2151554,3,good,TEACHER,PROFESSOR,5.0
Computer Science,1484,University of Toronto - St. George Campus,Manos,,Papagelis,1851499,7,good,TEACHER,PROFESSOR,4.1
Chemical Engineering,1484,University of Toronto - St. George Campus,Vladimiros,,Papangelakis,81071,11,good,TEACHER,PROFESSOR,4.0
Art History,1484,University of Toronto - St. George Campus,Joanna,,Papayiannis,2247465,5,good,TEACHER,PROFESSOR,4.0
Film,1484,University of Toronto - St. George Campus,Natalie,,Papoutsis,144169,4,good,TEACHER,PROFESSOR,4.6
Chemical Engineering,1484,University of Toronto - St. George Campus,Joseph C.,,Paradi,240827,10,average,TEACHER,PROFESSOR,3.5
Pharmacology,1484,University of Toronto - St. George Campus,Elise,,Paradis,2115268,0,zero,TEACHER,PROFESSOR,N/A
French,1484,University of Toronto - St. George Campus,Geeta,,Paray-Clarke,701064,20,good,TEACHER,PROFESSOR,3.7
Economics,1484,University of Toronto - St. George Campus,Andreas,,Park,412354,9,good,TEACHER,PROFESSOR,4.2
Education,1484,University of Toronto - St. George Campus,Hijin,,Park,557558,13,good,TEACHER,PROFESSOR,3.8
History,1484,University of Toronto - St. George Campus,Tina,,Park,2131135,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Seong Hyun,,Park,2509975,1,good,TEACHER,PROFESSOR,4.0
Mechanical Engineering,1484,University of Toronto - St. George Campus,Chul,,Park,232408,7,average,TEACHER,PROFESSOR,3.1
Music,1484,University of Toronto - St. George Campus,Mary Ann,,Parker,382955,32,good,TEACHER,PROFESSOR,3.5
Music,1484,University of Toronto - St. George Campus,James,,Parker,476827,3,good,TEACHER,PROFESSOR,3.8
Biology,1484,University of Toronto - St. George Campus,Jayson,,Parker,1410730,2,average,TEACHER,PROFESSOR,3.2
English,1484,University of Toronto - St. George Campus,Jeff,,Parker,1660433,2,good,TEACHER,PROFESSOR,4.5
English,1484,University of Toronto - St. George Campus,Erin,,Parker,1827852,1,average,TEACHER,PROFESSOR,3.0
Theater,1484,University of Toronto - St. George Campus,Felan,,Parker,1968501,5,good,TEACHER,PROFESSOR,5.0
Economics,1484,University of Toronto - St. George Campus,Jack,,Parkinson,10140,22,average,TEACHER,PROFESSOR,2.9
Mathematics,1484,University of Toronto - St. George Campus,Hugo,,Parlier,1394938,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1484,University of Toronto - St. George Campus,Fabian,,Parsch,2512802,1,good,TEACHER,PROFESSOR,5.0
Italian,1484,University of Toronto - St. George Campus,Mirella,,Pasquarelli Clivio,560626,5,good,TEACHER,PROFESSOR,4.8
Languages,1484,University of Toronto - St. George Campus,Mirella,,Pasquarelli-Clivio,45844,18,good,TEACHER,PROFESSOR,4.7
Electrical Engineering,1484,University of Toronto - St. George Campus,Pas S.,,Pasupathy,546875,3,average,TEACHER,PROFESSOR,2.8
Mathematics,1484,University of Toronto - St. George Campus,Vandita,,Patel,2278596,2,good,TEACHER,PROFESSOR,3.5
Psychology,1484,University of Toronto - St. George Campus,Theone,,Paterson,2404845,10,average,TEACHER,PROFESSOR,2.5
Mathematics,1484,University of Toronto - St. George Campus,Gaurav,,Patil,2280713,1,good,TEACHER,PROFESSOR,4.0
Music,1484,University of Toronto - St. George Campus,Annalee,,Patipatanakoon,1675719,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1484,University of Toronto - St. George Campus,Elizabeth,,Patitsas,1902978,3,average,TEACHER,PROFESSOR,3.3
Music,1484,University of Toronto - St. George Campus,Dennis,,Patrick,100669,12,poor,TEACHER,PROFESSOR,2.3
English,1484,University of Toronto - St. George Campus,Julian,,Patrick,103516,38,average,TEACHER,PROFESSOR,3.1
English,1484,University of Toronto - St. George Campus,Melissa,,Patterson,1827939,4,good,TEACHER,PROFESSOR,5.0
Biochemistry,1484,University of Toronto - St. George Campus,Sian,,Patterson,1825479,31,average,TEACHER,PROFESSOR,3.3
Anthropology,1484,University of Toronto - St. George Campus,Katherine,,Patton,2104686,4,good,TEACHER,PROFESSOR,4.5
Electrical Engineering,1484,University of Toronto - St. George Campus,Lacra,,Pavel,600127,8,good,TEACHER,PROFESSOR,4.5
Architecture,1484,University of Toronto - St. George Campus,Andy,,Payne,50126,10,average,TEACHER,PROFESSOR,2.7
Philosophy,1484,University of Toronto - St. George Campus,Paul,,Pedersen,486197,13,good,TEACHER,PROFESSOR,4.0
Physics,1484,University of Toronto - St. George Campus,Amanda,,Peet,30566,24,average,TEACHER,PROFESSOR,2.8
Zoology,1484,University of Toronto - St. George Campus,John,,Peever,852394,17,average,TEACHER,PROFESSOR,3.4
Geography,1484,University of Toronto - St. George Campus,Sarah,,Peirce,2552076,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1484,University of Toronto - St. George Campus,Gennady,,Pekhimenko,2340816,1,good,TEACHER,PROFESSOR,5.0
Spanish,1484,University of Toronto - St. George Campus,Ivan,Fernández,Peláez,2267624,4,average,TEACHER,PROFESSOR,2.8
Criminal Justice,1484,University of Toronto - St. George Campus,Holly,,Pelvin,2028764,4,good,TEACHER,PROFESSOR,4.5
History,1484,University of Toronto - St. George Campus,Steve,,Penfold,434798,24,good,TEACHER,PROFESSOR,4.2
Mathematics,1484,University of Toronto - St. George Campus,Yinhe,,Peng,2222053,3,average,TEACHER,PROFESSOR,2.7
Chemistry,1484,University of Toronto - St. George Campus,Hui,,Peng,2546559,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1484,University of Toronto - St. George Campus,Gerald,,Penn,69474,10,good,TEACHER,PROFESSOR,3.5
Computer Science,1484,University of Toronto - St. George Campus,David,,Penny,56241,11,average,TEACHER,PROFESSOR,3.0
History,1484,University of Toronto - St. George Campus,Derek,,Penslar,125823,10,good,TEACHER,PROFESSOR,4.2
Engineering,1484,University of Toronto - St. George Campus,David,,Penswick,471336,3,good,TEACHER,PROFESSOR,4.0
English,1484,University of Toronto - St. George Campus,Carol,,Percy,175747,26,good,TEACHER,PROFESSOR,4.0
Finance,1484,University of Toronto - St. George Campus,Rajeeva ,,Perera,1954082,1,good,TEACHER,PROFESSOR,5.0
Languages,1484,University of Toronto - St. George Campus,Ana,,Perez-Leroux,42894,36,poor,TEACHER,PROFESSOR,2.0
Spanish,1484,University of Toronto - St. George Campus,Andres,,Perez-Simon,978099,2,average,TEACHER,PROFESSOR,2.5
French,1484,University of Toronto - St. George Campus,Kasia,,Peric,1310061,2,good,TEACHER,PROFESSOR,4.2
Art History,1484,University of Toronto - St. George Campus,Giancarla,,Periti,1713710,6,good,TEACHER,PROFESSOR,3.9
Religion,1484,University of Toronto - St. George Campus,David,,Perley,582777,47,average,TEACHER,PROFESSOR,3.1
Sociology,1484,University of Toronto - St. George Campus,Kim,,Pernell-Gallagher,2311665,10,good,TEACHER,PROFESSOR,3.7
Materials Engineering,1484,University of Toronto - St. George Campus,Doug,,Perovic,99391,10,good,TEACHER,PROFESSOR,3.9
English,1484,University of Toronto - St. George Campus,Nellie,,Perret,839430,2,good,TEACHER,PROFESSOR,3.8
Medicine,1484,University of Toronto - St. George Campus,Christopher,,Perumalla,31851,23,average,TEACHER,PROFESSOR,3.2
Economics,1484,University of Toronto - St. George Campus,James,,Pesando,29948,165,good,TEACHER,PROFESSOR,4.4
Economics,1484,University of Toronto - St. George Campus,Marcin,,Peski,1680722,4,good,TEACHER,PROFESSOR,4.0
Architecture,1484,University of Toronto - St. George Campus,Brady,,Peters,2071024,5,good,TEACHER,PROFESSOR,3.7
Philosophy,1484,University of Toronto - St. George Campus,Jonathan,,Peterson,1124644,4,good,TEACHER,PROFESSOR,4.5
Civil Engineering,1484,University of Toronto - St. George Campus,Karl,,Peterson,2343142,2,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,Jordan,,Peterson,32245,169,good,TEACHER,PROFESSOR,4.4
Economics,1484,University of Toronto - St. George Campus,Morrow,,Petter,1513856,1,poor,TEACHER,PROFESSOR,1.0
Anthropology,1484,University of Toronto - St. George Campus,Susan,,Pfeiffer,46824,11,good,TEACHER,PROFESSOR,4.0
Engineering,1484,University of Toronto - St. George Campus,Khoman,,Phang,366451,19,good,TEACHER,PROFESSOR,4.2
Philosophy,1484,University of Toronto - St. George Campus,Nguyen,,Phat,873617,2,good,TEACHER,PROFESSOR,4.8
Law,1484,University of Toronto - St. George Campus,Jim,,Phillips,300315,8,good,TEACHER,PROFESSOR,4.5
Information Science,1484,University of Toronto - St. George Campus,David,,Phillips,1577854,2,poor,TEACHER,PROFESSOR,2.2
Geography,1484,University of Toronto - St. George Campus,Roger,,Phillips,1997089,1,good,TEACHER,PROFESSOR,4.0
Medicine,1484,University of Toronto - St. George Campus,Dana,,Philpott,2461752,2,good,TEACHER,PROFESSOR,5.0
Philosophy,1484,University of Toronto - St. George Campus,Martin,,Pickave,849807,16,average,TEACHER,PROFESSOR,3.5
Fine Arts,1484,University of Toronto - St. George Campus,ED,,Pien,1005944,5,average,TEACHER,PROFESSOR,3.4
Italian,1484,University of Toronto - St. George Campus,Franco,,Pierno,2210675,2,good,TEACHER,PROFESSOR,5.0
Theater,1484,University of Toronto - St. George Campus,Domenico,,Pietropaolo,84443,7,good,TEACHER,PROFESSOR,3.9
Classics,1484,University of Toronto - St. George Campus,Mariapia,,Pietropaulo,1785793,2,good,TEACHER,PROFESSOR,4.5
Mathematics,1484,University of Toronto - St. George Campus,Jeffrey,,Pike,2460105,4,good,TEACHER,PROFESSOR,5.0
French,1484,University of Toronto - St. George Campus,Maud,,Pillet,1531131,2,good,TEACHER,PROFESSOR,5.0
Health Science,1484,University of Toronto - St. George Campus,Robert,,Pilliar,428002,0,zero,TEACHER,PROFESSOR,N/A
Music,1484,University of Toronto - St. George Campus,Joshua,,Pilzer,1890896,2,good,TEACHER,PROFESSOR,4.3
Political Science,1484,University of Toronto - St. George Campus,Ross,Michael,Pink,1996317,2,good,TEACHER,PROFESSOR,5.0
Statistics,1484,University of Toronto - St. George Campus,Dushanthi,,Pinnaduwage,2518405,6,poor,TEACHER,PROFESSOR,1.7
Mathematics,1484,University of Toronto - St. George Campus,Martin,,Pinsonnault,247206,9,poor,TEACHER,PROFESSOR,1.9
Economics,1484,University of Toronto - St. George Campus,Carolyn,,Pitchik,103105,12,poor,TEACHER,PROFESSOR,1.8
Computer Science,1484,University of Toronto - St. George Campus,Francois,,Pitt,17793,88,good,TEACHER,PROFESSOR,4.5
Statistics,1484,University of Toronto - St. George Campus,Jack,G,Pitt,1855461,15,poor,TEACHER,PROFESSOR,2.0
Economics,1484,University of Toronto - St. George Campus,Margarita,,Pivovarova,1642491,3,average,TEACHER,PROFESSOR,3.2
Languages,1484,University of Toronto - St. George Campus,Artur,,Placzkiewicz,1369119,1,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,Jason,,Plaks,1160075,24,average,TEACHER,PROFESSOR,3.3
Engineering,1484,University of Toronto - St. George Campus,Kostas,,Plataniotis,75509,38,poor,TEACHER,PROFESSOR,1.5
Social Work,1484,University of Toronto - St. George Campus,Ruth,,Pluznick,2187284,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1484,University of Toronto - St. George Campus,Judith,,Poe,1525610,0,zero,TEACHER,PROFESSOR,N/A
Social Work,1484,University of Toronto - St. George Campus,Shely,,Polak,2338833,2,good,TEACHER,PROFESSOR,5.0
Health Science,1484,University of Toronto - St. George Campus,Blake,,Poland,205351,4,average,TEACHER,PROFESSOR,3.2
Political Science,1484,University of Toronto - St. George Campus,David,,Polansky,2274084,1,poor,TEACHER,PROFESSOR,1.0
Chemistry,1484,University of Toronto - St. George Campus,John,,Polanyi,169206,2,good,TEACHER,PROFESSOR,5.0
Philosophy,1484,University of Toronto - St. George Campus,Benjamin,,Pollock,764487,5,good,TEACHER,PROFESSOR,4.3
Political Science,1484,University of Toronto - St. George Campus,D.,,Pond,43360,16,good,TEACHER,PROFESSOR,4.3
Film,1484,University of Toronto - St. George Campus,Laura,,Pontieri,1715047,1,good,TEACHER,PROFESSOR,4.5
Religion,1484,University of Toronto - St. George Campus,Eleanor,,Pontoriero,456656,24,good,TEACHER,PROFESSOR,4.4
East Asian Studies,1484,University of Toronto - St. George Campus,Janet,,Poole,1844419,6,good,TEACHER,PROFESSOR,4.1
Architecture,1484,University of Toronto - St. George Campus,Jay,,Pooley,2015475,12,good,TEACHER,PROFESSOR,4.1
Electrical Engineering,1484,University of Toronto - St. George Campus,Joyce,,Poon,1501320,9,good,TEACHER,PROFESSOR,3.8
Physics,1484,University of Toronto - St. George Campus,Erich,,Poppitz,229247,24,good,TEACHER,PROFESSOR,3.9
Languages,1484,University of Toronto - St. George Campus,Yannick,,Portebois,137367,7,good,TEACHER,PROFESSOR,4.9
Near amp Middle Eastern Civilizations,1484,University of Toronto - St. George Campus,Anne,,Porter,2432713,4,good,TEACHER,PROFESSOR,4.3
Computer Science,1484,University of Toronto - St. George Campus,Ilona,,Posner,349485,42,average,TEACHER,PROFESSOR,3.5
Social Science,1484,University of Toronto - St. George Campus,Roxanne,,Power,41513,6,good,TEACHER,PROFESSOR,3.9
